time(s),x,y
3.589806,45,-90
3.599781,43,-88
3.609749,42,-87
3.61972,40,-84
3.629693,40,-83
3.63967,39,-82
3.649622,38,-81
3.659596,37,-79
3.66957,36,-77
3.680508,36,-76
3.689529,35,-75
3.699489,33,-72
3.70943,32,-71
3.71945,31,-69
3.729428,31,-68
3.739401,30,-66
3.750372,28,-64
3.759399,27,-62
3.770268,26,-59
3.780247,26,-58
3.790249,25,-56
3.800214,24,-54
3.810307,23,-51
3.820204,22,-50
3.830212,21,-47
3.840178,20,-46
3.850156,19,-44
3.860134,18,-41
3.870139,18,-39
3.880031,17,-35
3.890039,17,-34
3.899979,16,-31
3.909981,15,-30
3.91997,15,-29
3.930943,13,-27
3.939923,12,-27
3.949893,11,-25
3.959877,10,-25
3.96991,10,-25
3.979767,9,-24
3.989739,9,-24
3.999712,8,-21
4.009824,8,-20
4.019809,7,-18
4.029776,7,-17
4.039749,6,-16
4.049718,6,-14
4.059709,5,-12
4.069682,5,-12
4.079677,5,-11
4.092574,4,-10
4.099554,4,-10
4.109527,4,-9
4.119576,4,-9
4.129525,3,-6
4.139488,2,-4
4.149461,2,-3
4.159437,1,-2
4.169434,0,-1
4.180343,0,0
4.19041,0,2
4.200331,-1,3
4.210256,-2,4
4.220231,-2,4
4.230203,-2,5
4.240209,-2,5
4.250181,-2,5
4.260122,-2,6
4.270129,-3,6
4.280133,-3,6
4.290071,-3,6
4.300049,-3,6
